# FlySight Sensor Fusion Export
# Generated: 2026-04-11T05:47:11.391Z
# Algorithm: fusion
# Source file: SENSOR.CSV
# Frames: 13084
# GPS data: 2496 points
#
# COORDINATE SYSTEMS:
#   Earth Frame (NWU): X=North, Y=West, Z=Up (right-handed)
#   Body Frame: Sensor-fixed frame, orientation depends on mounting
#   GPS columns use NWU frame, position relative to first GPS fix
#   GPS values interpolated to sensor timestamps (NaN = outside GPS coverage)
#
# COLUMN DESCRIPTIONS:
#   timestamp: Time since data start (sensor clock)
#   gps_time: Absolute UTC time (ISO 8601) — from $TIME sync; empty outside GPS coverage
#   r00-r22: Rotation matrix (body-to-earth transform, row-major)
#            To rotate vector v from body to earth: v_earth = R * v_body
#   roll/pitch/yaw: Euler angles (earth frame)
#   accel_body_*: Raw accelerometer reading (body frame)
#   accel_earth_*: Raw accelerometer rotated to earth frame
#   earth_accel_*: Acceleration in earth frame with gravity removed
#   gravity_body_*: Estimated gravity vector in body frame
#   linear_accel_*: Linear acceleration in body frame (gravity removed)
#   gyro_*: Angular velocity (body frame)
#   q*: Orientation quaternion (body-to-earth, scalar-first: w,x,y,z)
#   mag_*: Calibrated magnetometer reading (body frame, µT)
#   gps_lat/gps_lon/gps_hMSL: GPS position (WGS84)
#   gps_pos_north/west/up: Local position (meters from origin, NWU)
#   gps_vel_north/west/up: GPS velocity (m/s, NWU)
#   gps_svel_north/west/up: Smoothed GPS velocity (m/s, NWU, SG filtered)
#   gps_accel_north/west/up: GPS-derived acceleration (m/s², NWU)
#   gps_hspeed: Horizontal speed (m/s)
#   gps_numSV: Number of satellites
#
timestamp,gps_time,r00,r01,r02,r10,r11,r12,r20,r21,r22,roll,pitch,yaw,accel_body_x,accel_body_y,accel_body_z,accel_earth_x,accel_earth_y,accel_earth_z,earth_accel_x,earth_accel_y,earth_accel_z,gravity_body_x,gravity_body_y,gravity_body_z,linear_accel_x,linear_accel_y,linear_accel_z,gyro_x,gyro_y,gyro_z,qw,qx,qy,qz,mag_x,mag_y,mag_z,gps_lat,gps_lon,gps_hMSL,gps_pos_north,gps_pos_west,gps_pos_up,gps_vel_north,gps_vel_west,gps_vel_up,gps_svel_north,gps_svel_west,gps_svel_up,gps_accel_north,gps_accel_west,gps_accel_up,gps_hspeed,gps_numSV
152651.140000,2025-07-29T15:06:27.679Z,-0.305087,0.820453,-0.483507,-0.369178,0.366118,0.854204,0.877855,0.439107,0.191195,66.4708,-61.3847,-129.5702,0.379880,0.230950,0.823730,-0.324692,0.647945,0.592385,-0.021945,0.042683,-0.102594,0.439107,0.191195,0.877855,-0.047427,0.027455,-0.099125,-0.1220,14.5260,-50.5980,0.559515,-0.185472,-0.608278,-0.531546,0.0260,-0.1265,-0.3905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.215000,2025-07-29T15:06:27.754Z,-0.240511,0.926706,-0.288738,-0.253437,0.227196,0.940293,0.936976,0.299328,0.180218,58.9488,-69.5498,-133.5010,0.229980,0.180660,0.859860,-0.136168,0.791281,0.424525,-0.020536,0.006724,-0.133783,0.299328,0.180218,0.936976,-0.057548,-0.011858,-0.122116,-23.0100,31.6160,-49.2550,0.540116,-0.296679,-0.567338,-0.546245,0.0260,-0.1265,-0.3905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.290000,2025-07-29T15:06:27.829Z,-0.252399,0.958734,-0.130859,-0.101132,0.108360,0.988954,0.962324,0.262845,0.069609,75.1670,-74.2223,-158.1649,0.230460,0.062010,0.943840,-0.122227,0.916827,0.303776,-0.001109,-0.015489,-0.067888,0.262845,0.069609,0.962324,-0.020585,-0.019899,-0.063484,-37.6580,13.4880,-25.3290,0.481032,-0.377370,-0.568144,-0.550829,0.0560,-0.0815,-0.3995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.365000,2025-07-29T15:06:27.904Z,-0.216645,0.973956,-0.066897,-0.017741,0.064585,0.997755,0.976089,0.217345,0.003287,89.1337,-77.4454,-175.3186,0.123530,-0.003900,0.839840,-0.086743,0.835511,0.122489,-0.039309,-0.021524,-0.194805,0.217345,0.003287,0.976089,-0.082015,-0.019487,-0.181249,-27.4650,-6.8350,-52.7950,0.461310,-0.422931,-0.565231,-0.537435,0.0650,-0.0535,-0.4115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.441000,2025-07-29T15:06:27.980Z,-0.289787,0.938389,-0.188280,-0.059082,0.178807,0.982109,0.955266,0.295726,0.003626,89.2975,-72.7976,-168.4764,0.221670,-0.047360,0.806640,-0.260553,0.770643,0.200673,0.009605,-0.061846,-0.203604,0.295726,0.003626,0.955266,-0.062256,-0.063286,-0.193626,18.0050,-30.2730,-81.1760,0.472400,-0.363242,-0.605179,-0.527875,0.0390,-0.0695,-0.4035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.516000,2025-07-29T15:06:28.055Z,-0.354969,0.908864,-0.219005,-0.292774,0.114405,0.949313,0.887852,0.401095,0.225482,60.6568,-62.6045,-140.4846,0.296870,0.166010,0.698730,-0.107524,0.595390,0.487713,0.014822,-0.010163,-0.261120,0.401095,0.225482,0.887852,-0.092425,-0.071772,-0.234122,69.7630,-38.7570,-92.5290,0.496215,-0.276200,-0.557649,-0.605402,0.0390,-0.0695,-0.4035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.591000,2025-07-29T15:06:28.130Z,-0.302431,0.940367,-0.155710,-0.558514,-0.042452,0.828408,0.772397,0.337502,0.538047,32.0989,-50.5697,-118.4352,0.353510,0.587400,0.888670,0.307085,0.513804,0.949445,-0.001175,-0.010293,0.084372,0.337502,0.538047,0.772397,0.027808,0.037053,0.071273,96.6180,-19.5310,-128.2340,0.546160,-0.224708,-0.424833,-0.686100,0.0570,-0.1525,-0.3695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.666000,2025-07-29T15:06:28.205Z,-0.149567,0.983999,0.096831,-0.646381,-0.171415,0.743511,0.748213,0.048615,0.661676,4.2021,-48.4358,-103.0284,-0.124510,0.376460,0.582510,0.445464,0.449053,0.310574,-0.156038,-0.057359,-0.362352,0.048615,0.661676,0.748213,-0.161325,-0.297516,-0.210703,78.0020,-21.0570,-105.6510,0.578942,-0.300072,-0.281281,-0.704034,0.0960,-0.2045,-0.3255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.741000,2025-07-29T15:06:28.280Z,-0.145814,0.986573,0.073573,-0.833741,-0.162577,0.527678,0.532554,0.015602,0.846252,1.0562,-32.1782,-99.9202,-0.003410,0.785150,0.520990,0.813435,0.150111,0.451323,-0.004268,0.009599,-0.092353,0.015602,0.846252,0.532554,-0.007212,-0.073402,-0.056564,111.6940,-72.3870,-101.8670,0.620053,-0.206465,-0.185057,-0.733935,0.0980,-0.2735,-0.2705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.816000,2025-07-29T15:06:28.355Z,-0.494413,0.847263,0.194166,-0.805634,-0.530532,0.263610,0.326358,-0.026094,0.944886,-1.5819,-19.0479,-121.5372,0.162100,1.263180,0.482910,1.083866,-0.673451,0.476236,0.173708,-0.115310,0.320317,-0.026094,0.944886,0.326358,0.199994,0.305994,0.111552,105.6510,-103.8810,-107.0550,0.479568,-0.151023,-0.068912,-0.861660,0.0980,-0.2735,-0.2705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.891000,2025-07-29T15:06:28.430Z,-0.767750,0.601348,0.221223,-0.585832,-0.798632,0.137796,0.259539,-0.023806,0.965439,-1.4125,-15.0427,-142.6546,0.238760,1.157220,0.422850,0.606129,-1.005799,0.442654,0.113862,-0.263696,0.197452,-0.023806,0.965439,0.259539,0.274366,0.179481,0.118311,52.3680,-114.5010,-105.5290,0.315855,-0.127909,-0.030327,-0.939657,0.0860,-0.3065,-0.2345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152651.966000,2025-07-29T15:06:28.505Z,-0.902927,0.380460,0.199932,-0.363438,-0.924198,0.117353,0.229425,0.033298,0.972757,1.9605,-13.2632,-158.0747,0.268550,1.183100,0.348140,0.277246,-1.150164,0.439663,0.067029,-0.231875,0.217786,0.033298,0.972757,0.229425,0.247052,0.198043,0.073715,18.1270,-111.7550,-61.6450,0.190809,-0.110129,-0.038642,-0.974664,0.0690,-0.3095,-0.2265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.041000,2025-07-29T15:06:28.580Z,-0.972486,0.129458,0.193678,-0.112511,-0.988990,0.096121,0.203990,0.071686,0.976345,4.1993,-11.7704,-173.4005,0.127440,1.001460,0.242670,0.052713,-0.981447,0.334716,0.017373,-0.064868,0.016065,0.071686,0.976345,0.203990,0.067554,0.012815,-0.006320,2.0140,-102.5390,-23.1320,0.060968,-0.100199,-0.042282,-0.992197,-0.0010,-0.3065,-0.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.116000,2025-07-29T15:06:28.655Z,-0.986815,-0.009956,0.161547,0.022755,-0.996727,0.077571,0.160246,0.080224,0.983812,4.6618,-9.2212,178.6791,0.051750,0.860350,0.208980,-0.025873,-0.840146,0.282910,-0.025450,0.006173,-0.134303,0.080224,0.983812,0.160246,-0.016674,-0.135762,0.003734,21.3010,-108.9470,-14.3430,-0.008211,-0.080779,-0.039611,-0.995911,-0.0010,-0.3065,-0.2375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.191000,2025-07-29T15:06:28.730Z,-0.975903,-0.207446,0.067680,0.210867,-0.976335,0.048015,0.056118,0.061130,0.996551,3.5102,-3.2170,167.8073,0.104000,0.893060,0.143550,-0.277040,-0.843103,0.203484,-0.060588,-0.049989,-0.109668,0.061130,0.996551,0.056118,0.054670,-0.115791,0.042432,58.8370,-114.0740,-39.0620,-0.105254,-0.031149,-0.027463,-0.993578,-0.0490,-0.3365,-0.2015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.266000,2025-07-29T15:06:28.805Z,-0.923784,-0.382765,-0.010683,0.382308,-0.923532,0.030482,-0.021534,0.024074,0.999478,1.3798,1.2339,157.5178,0.147460,1.134270,0.151850,-0.572002,-0.986531,0.175902,-0.171652,-0.072033,0.122918,0.024074,0.999478,-0.021534,0.135186,0.122492,0.128384,66.1010,-91.4910,-48.6450,-0.195040,0.008213,-0.013908,-0.980662,-0.0630,-0.3715,-0.1155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.341000,2025-07-29T15:06:28.880Z,-0.893498,-0.448989,-0.008309,0.449066,-0.893374,-0.014946,-0.000712,-0.017086,0.999854,-0.9790,0.0408,153.3162,0.005370,1.212400,0.173820,-0.550597,-1.083313,0.153076,-0.132781,0.024572,0.199539,-0.017086,0.999854,-0.000712,0.034256,0.200246,0.129532,15.0750,-52.0010,-28.8080,-0.230750,0.002318,0.008230,-0.972976,-0.0630,-0.3715,-0.1155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.416000,2025-07-29T15:06:28.955Z,-0.871073,-0.488187,0.053909,0.483801,-0.871769,-0.077164,0.084667,-0.041135,0.995560,-2.3660,-4.8569,150.9518,-0.075190,1.020500,0.145990,-0.424828,-0.937283,0.096998,-0.002673,0.026324,0.014881,-0.041135,0.995560,0.084667,-0.022255,0.012640,0.016323,-41.4420,-33.5690,-9.5820,-0.251355,-0.035835,0.030592,-0.966747,-0.0540,-0.3785,-0.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.492000,2025-07-29T15:06:29.031Z,-0.843263,-0.536115,-0.038577,0.536376,-0.834688,-0.124883,0.034752,-0.126001,0.991421,-7.2429,-1.9915,147.5407,-0.278800,1.080560,-0.069820,-0.341509,-1.042753,-0.215061,0.198756,0.027868,0.088748,-0.126001,0.991421,0.034752,-0.140999,0.076839,-0.149572,0.4270,-31.3110,-22.2770,-0.279942,0.000998,0.065486,-0.957780,-0.0570,-0.3745,-0.1425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.567000,2025-07-29T15:06:29.106Z,-0.778002,-0.617626,-0.115113,0.627574,-0.772568,-0.096386,-0.029402,-0.147230,0.988665,-8.4701,1.6849,141.1087,-0.042960,0.903320,-0.039550,-0.519939,-0.721024,-0.170835,-0.017543,-0.114870,-0.112006,-0.147230,0.988665,-0.029402,0.116070,-0.097645,-0.055148,28.6250,-38.6350,-33.8740,-0.330944,0.038409,0.064747,-0.940643,-0.0420,-0.3785,-0.1035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.642000,2025-07-29T15:06:29.181Z,-0.758992,-0.636731,-0.136037,0.644680,-0.764190,-0.020022,-0.091209,-0.102897,0.990501,-5.9308,5.2332,139.6557,-0.045890,1.098140,-0.053220,-0.657149,-0.867706,-0.161524,-0.051460,-0.059010,0.087992,-0.102897,0.990501,-0.091209,0.068807,0.095339,-0.007011,37.1090,-10.8030,12.5730,-0.341804,0.060616,0.032787,-0.937241,-0.0420,-0.3785,-0.1035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.717000,2025-07-29T15:06:29.256Z,-0.749926,-0.652620,-0.108159,0.651650,-0.756934,0.049012,-0.113856,-0.033727,0.992925,-1.9454,6.5376,139.0109,0.034660,1.082030,-0.002440,-0.731883,-0.796559,-0.042862,-0.110446,-0.013652,0.065996,-0.033727,0.992925,-0.113856,0.080187,0.076805,0.066416,24.7190,5.2490,26.6110,-0.348592,0.059338,-0.004085,-0.935386,-0.0670,-0.3905,-0.0725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.792000,2025-07-29T15:06:29.331Z,-0.735961,-0.668361,-0.107956,0.662349,-0.743816,0.089614,-0.140194,-0.005552,0.990108,-0.3213,8.0591,138.0135,-0.001950,1.111320,-0.092280,-0.731366,-0.836179,-0.097264,-0.024197,0.000234,0.107340,-0.005552,0.990108,-0.140194,0.015402,0.108912,0.002914,18.1270,4.5770,14.0380,-0.357187,0.066608,-0.022564,-0.931381,-0.0940,-0.3925,-0.0545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.867000,2025-07-29T15:06:29.406Z,-0.738103,-0.667697,-0.096876,0.659123,-0.744267,0.107808,-0.144085,0.015720,0.989441,0.9102,8.2843,138.2353,0.039550,0.999510,-0.064450,-0.690318,-0.724782,-0.053755,-0.049138,-0.003930,-0.006637,0.015720,0.989441,-0.144085,0.035630,-0.002231,0.034635,7.4460,3.1730,6.9580,-0.356044,0.064660,-0.033148,-0.931640,-0.0940,-0.4045,-0.0485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152652.942000,2025-07-29T15:06:29.481Z,-0.743973,-0.660251,-0.102826,0.652640,-0.751008,0.100240,-0.143406,0.007467,0.989636,0.4323,8.2450,138.7416,-0.029290,1.021970,-0.070310,-0.645736,-0.793671,-0.057749,-0.006485,0.039088,0.015611,0.007467,0.989636,-0.143406,-0.024957,0.020034,0.028096,3.6010,1.5250,-2.2580,-0.351659,0.065953,-0.028849,-0.933356,-0.0940,-0.4045,-0.0485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152653.017000,2025-07-29T15:06:29.556Z,-0.744364,-0.660173,-0.100471,0.651511,-0.750971,0.107589,-0.146479,0.014627,0.989106,0.8473,8.4229,138.8057,0.015620,1.041990,-0.090330,-0.690445,-0.782047,-0.076392,-0.020822,0.002023,0.038696,0.014627,0.989106,-0.146479,0.012793,0.040584,0.011149,3.9060,0.8540,2.7460,-0.351344,0.066147,-0.032737,-0.933333,-0.0910,-0.3925,-0.0435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152653.092000,2025-07-29T15:06:29.631Z,-0.745919,-0.658882,-0.097362,0.650454,-0.752078,0.106247,-0.143229,0.015922,0.989562,0.9218,8.2347,138.9110,0.009760,1.017080,-0.079100,-0.669714,-0.766979,-0.063478,-0.019465,0.009819,0.012410,0.015922,0.989562,-0.143229,0.005638,0.015218,0.019129,0.0610,-0.1220,0.0000,-0.350558,0.064415,-0.032709,-0.933750,-0.0930,-0.4055,-0.0425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152653.167000,2025-07-29T15:06:29.706Z,-0.743846,-0.661808,-0.093294,0.653744,-0.749489,0.104325,-0.138966,0.016611,0.990158,0.9611,7.9880,138.6887,0.014160,0.992670,-0.067870,-0.661158,-0.741819,-0.052680,-0.024685,0.009032,-0.013163,0.016611,0.990158,-0.138966,0.009349,-0.009788,0.026096,-0.5490,-0.3050,-0.7320,-0.352428,0.062221,-0.032398,-0.933206,-0.1000,-0.4025,-0.0435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152653.242000,2025-07-29T15:06:29.781Z,-0.741676,-0.664492,-0.091473,0.656248,-0.747065,0.105987,-0.138764,0.018580,0.990151,1.0750,7.9763,138.4970,0.012690,1.021970,-0.083000,-0.680910,-0.763947,-0.064956,-0.013696,0.004717,0.017943,0.018580,0.990151,-0.138764,0.005910,0.019519,0.010764,0.8540,0.0000,0.6100,-0.354052,0.061720,-0.033393,-0.932589,-0.1000,-0.4025,-0.0435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152653.317000,2025-07-29T15:06:29.856Z,-0.741976,-0.664373,-0.089887,0.656284,-0.747160,0.105089,-0.136978,0.018982,0.990392,1.0980,7.8730,138.5070,0.010250,1.004390,-0.074700,-0.668181,-0.751563,-0.056321,-0.015011,0.009225,-0.000627,0.018982,0.990392,-0.136978,0.003068,0.001698,0.017278,-0.1220,-0.1830,-0.1830,-0.353997,0.060810,-0.033257,-0.932675,-0.0910,-0.3985,-0.0395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
